Title,Employer Name,Location,Skills list,Experience Min,Experience Max,Experience Band,Salary Disclosed,Salary Min,Salary Max,Salary Band,Job Role,Posted Days Ago
Customer Sales Executive,DocIndia.org,Haryana,"['Sales Communication', 'Cold calling', 'Account management', 'Business development', 'Negotiation skills', 'Relationshipbuilding', 'Product demonstrations', 'CRM software', 'English communication', 'Hindi communication']",3.0,7.0,Mid Level,True,,,Not Disclosed,Executive,60
Frontend Developer,Quartz Technologies,Kanpur,"['HTML CSS', 'JavaScript', 'Bootstrap', 'Photoshop', 'Dreamweaver']",0.0,4.0,Entry Level,True,,,Not Disclosed,Developer,60
Customer Support Executive (International),Portray People Pvt Ltd,Hyderabad,"['Basic computer knowledgeExcellent verbal', 'written communication skills in English', 'Strong customer handling skills', 'problemsolving attitude']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
Executive,Autoprint,Coimbatore,"['GST TDS', 'Accounting software', 'MS Excel', 'MS Office tools', 'Accounting principles', 'Daytoday accounting functions']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Project Trainees 2024-25 - Software Development,WebLineIndia,Ahmedabad,"['Android Software Quality Assurance', 'Dot Net', 'Mobile TechnologiesiOS', 'Cross Platforms', 'FullStack Node  ReactAng', 'Business Analyst']",0.0,4.0,Entry Level,True,,,Not Disclosed,Software,60
Quantity Surveyor (Civil Construction),widegraphix pvt ltd,Kolkata,"['Cost Management Budgeting', 'Tendering', 'Procurement', 'Contract Administration', 'Reporting', 'Communication', 'Analytical Skills', 'MS Excel', 'AutoCAD', 'Communication Skills', 'Negotiation Skills', 'Numerical Skills', 'Construction Costs Knowledge', 'Quantity Surveying Tools', 'Contract Management Software', 'ProblemSolving', 'Attention to Detail']",5.0,10.0,Senior Level,True,,,Not Disclosed,Other,60
Frontend Developer,Shoshin Tech,Hyderabad,"['JavaScript CSS', 'HTML', 'Reactjs', 'Nextjs', 'MERN stack']",3.0,7.0,Mid Level,True,,,Not Disclosed,Developer,60
Mechanic - L2,Varuna Group,Haryana,"['Vehicle components opening Cleaning', 'washing of Trucks', 'Change Engine Oil', 'Change Gear Oil', 'Change Crown Oil']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Graphic Design Intern,Quick Media Creation,Kochi,"['Graphics Graphic Design', 'Logo Design', 'Branding']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Quantity Surveyor-Civil,Prime PEB constructions,Karnataka,"['Commercial Factory', 'Civil Quantity', 'Surveyor', 'Cost estimator', 'Exposure in steel structures', 'Godown', 'Warehouse']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Full stack developer,SSG,Bhopal,"['PHP Laravel', 'MySQL', 'Git', 'Nodejs', 'Reactjs', 'REST APIs']",2.0,6.0,Mid Level,True,,,Not Disclosed,Developer,60
Customer Service Executive/Admin Officer,6262 Fitness,Maharashtra,"['Data Entry Invoicing', 'Coordination', 'Inventory Management', 'Scheduling', 'Admin Operations']",0.0,3.0,Entry Level,True,,,Not Disclosed,Executive,60
Accounts & Audit Assistant,Jogger Group,Kozhikode,"['analytical skills audit software', 'written communication', 'verbal communication', 'auditing techniques', 'Microsoft Office Suite']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Marketing And Public Relations Intern,Alore,Karnataka,"['Campaign Development Content Creation', 'Market Research', 'Media Outreach', 'Press Releases', 'Social Media Management', 'Reporting', 'Brand Messaging']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Customer service (Chat Process),foundit,Ahmedabad,"['GrammarWritten communication skills', 'Structured responses']",0.0,4.0,Entry Level,True,,,Not Disclosed,Customer service,60
Executive Office Assistant,INTICEDE BSD Private Limited,Kalyan,"['Fashion Apparel', 'Communication', 'People Management', 'Operations', 'Administration', 'Events', 'Exhibition']",5.0,9.0,Senior Level,True,,,Not Disclosed,Executive,60
Inside Sales (B2C domestic),Simplilearn,Karnataka,"['Inside Sales Customer Relationship Management', 'Sales Planning', 'Upselling', 'Lead Conversion', 'Crossselling']",0.0,4.0,Entry Level,True,,,Not Disclosed,Sales,60
Technical Sales Representative,smartech connections (opc) pvt ltd,Noida,"['Sales Solar Energy', 'Communication', 'Negotiation', 'Market Knowledge', 'Electricity Sector', 'CRM Software']",1.0,5.0,Entry Level,True,,,Not Disclosed,Sales,60
Human Resources Trainee,Twenty7inc,Delhi,"['Interpersonal skills HR functions', 'Strong communication', 'Organizational abilities']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
HR Recruiter(Female),Shree Kela Enterprise,All India,"['Recruitment Placement', 'Communication Skills', 'Interviewing', 'Screening', 'Coordination']",0.0,7.0,Entry Level,True,,,Not Disclosed,Other,60
Customer Service Operations Specialist,Talent Acquisition,Chennai,"['Excellent command of English Fluent in Hindi', 'Additional language proficiency']",0.0,4.0,Entry Level,True,,,Not Disclosed,Customer service,60
Technical Support Agent,Cubnet Service,Haryana,"['Communication Customer service', 'Networking', 'Hardware', 'Problemsolving', 'Technical knowledge', 'IT systems']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Logistics Associate,MeMeraki,Haryana,"['Order Management Supplier Management', 'Artist Management', 'Communication skills', 'Shipping Coordination', 'MIS', 'tracking', 'Familiarity with tech platforms like shopify', 'shiprocket', 'Detail oriented', 'Multitasking', 'Entrepreneurial mindset']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Field Sales Executive,ACT Solutions (P) Ltd,Kerala,"['Excellent Communication skill Good physical', 'mental health', 'Friendly', 'positive attitude', 'Good product presentation', 'negotiation skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
VMware TKGS & NSX Administrator,SeraHive Global System Integrators Pvt Ltd,Maharashtra,"['Kubernetes vSphere', 'Linux', 'Bash', 'Python', 'VMware TKGS', 'NSXT', 'Container Network Interface CNI']",1.0,5.0,Entry Level,True,,,Not Disclosed,Administrator,60
Recruiter (Non IT),KK HR services,Ahmedabad,"['Recruitment Staffing', 'Sourcing', 'Screening', 'Interviewing', 'Database Management', 'Communication Skills', 'Interpersonal Skills', 'MS Office', 'Portals']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Account Billing Specialist,Sigma supply chain solutions Pvt. Ltd.,All India,"['Documentation Sales order processing', 'Communication skills', 'Billing processes', 'Tax invoicing', 'Invoice generation', 'Attention to detail']",3.0,7.0,Mid Level,True,,,Not Disclosed,Specialist,60
Trainer/Faculty- MS Office & Designing Tools,MULTIVISION WIZARDS,Pune,"['CorelDRAW Photoshop', 'Advanced Excel', 'Desktop Publishing', 'Advanced MS Office tools', 'Advanced PowerPoint', 'Advanced Word Processing']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,60
Fashion Designer,Stap Management Consultants,Delhi,"['Adobe Photoshop Coral draw', 'Excellent Communication Skills', 'Adobe Illustrators']",5.0,9.0,Senior Level,True,,,Not Disclosed,Designer,60
Data Analyst,Haldivita (Farmorigin agroscience (p) LTD,Karnataka,"['Power BI Tableau', 'SQL', 'Data Analytics', 'Snowflake', 'SQL Server', 'Oracle', 'Excel', 'Google Sheets', 'BI Analytics', 'BI Engineering', 'Redshift', 'BigQuery']",5.0,9.0,Senior Level,True,,,Not Disclosed,Analyst,60
Gem/Tender executive,Specialise Instruments,Maharashtra,"['MS Excel Internet surfing', 'Good communication skills', 'Experience in tendering', 'GEM portal', 'Basic technical skills like MS Word', 'Professional emailing']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Gen AI Engineer,Tekgence Inc,Maharashtra,['AzureGen AI'],4.0,8.0,Mid Level,True,,,Not Disclosed,Engineer,60
Academic Associate,NetAmbit,Noida,"['Education Counseling Admissions Counseling', 'Sales', 'MS Office', 'CRM tools']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Senior Specialist,Desirous Global Consulting,Chennai,"['SQL Server REPLICATION', 'Database Migration', 'Oracle', 'MongoDB', 'Progress', 'MySQL', 'Critical thinking', 'Organization', 'Time management', 'Troubleshooting', 'Communication skills', 'Database architecture', 'Technical leadership', 'Performance monitoring', 'Disaster Recovery', 'Root cause analysis', 'SQL DBA', 'ALWAYS ON', 'LOGSHIPPING', 'DATABASE Partitioning', 'SQL Failover Cluster', 'Problemsolving', 'Prioritization', 'Systems upgrades', 'Business Continuity Plan']",4.0,9.0,Mid Level,True,,,Not Disclosed,Specialist,60
Female IT Recruiter,Unogeeks Software Solutions (OPC) Pvt Ltd,Hyderabad,"['Customer Support Client Service', 'Communication Skills', 'Time Management', 'Phone Handling', 'Active Listening', 'Multitasking']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Faculty / Teacher Physics / Chemistry (NEET/JEE),My Placement Management Consultants,Telangana,"['Presentation skillsExcellent communication', 'Familiarity with NEETJEE syllabus', 'Ability to simplify complex concepts']",3.0,10.0,Mid Level,True,,,Not Disclosed,Teacher,60
MBBS Resident Medical Officer,EEPIC Digital,Orai,"['Diagnosis Prescription', 'Health Management', 'Teamwork', 'Medical Consultations', 'Patient Records Management', 'Emergency Care']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Data Entry,Capital Placement Services,Haryana,"['MS Excel MS Office', 'Teamwork', 'Communication Skills', 'Data Entry Operator', 'DEO', 'Computer Operator', 'Data Analyst']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Die Fitter-Tool Room,MV Outsourcing Pvt Ltd,Ghaziabad,"['Aluminum Surface grinding', 'Drilling', 'Casting  PDC', 'Die fitting', 'New Die Assembly', 'Rectification Knowledge', 'Familiar with EDM']",4.0,8.0,Mid Level,True,,,Not Disclosed,Other,60
Summer Internship Opportunity,MentorFox.io,All India,"['Marketing Sales', 'HR', 'Graphic Design']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Recruiter,MS Agarwal Foundries Pvt Ltd,Telangana,"['sourcing screening', 'interview coordination', 'documentation', 'selection', 'MIS reports', 'NonIT recruitment', 'recruitment trackers', 'candidate documentation management', 'filing systems management', 'Applicant Tracking Systems ATS', 'HR tools']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,60
FMCG Production Supervisor,Capital Placement Services,Uttar Pradesh,"['Food Production FMCG Operations', 'FMCG', 'FMCG Production', 'FMCG Quality']",1.0,5.0,Entry Level,True,,,Not Disclosed,Supervisor,60
Electrician Fresher,EFS Facilities Management Services,All India,"['installing wiring assisting with electrical system installations', 'reading blueprints', 'following safety protocols', 'performing basic troubleshooting']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Chartered Accountant,SERVING SKILL,All India,"['Audit Assignments Process Assurance audit', 'Control Enhancement', 'Developing new reports', 'Handling external auditors']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Receptionist (Female),Manufacturing Insutry,Ahmedabad,"['Communication Skills Customer Service', 'Administrative Skills', 'Organizational Skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Bidder / Business Analyst / Business Development Executive,Absolve Innovations,Punjab,"['Bidding iOS', 'Android', 'Client Communication', 'Negotiation', 'Mobile App Development', 'Flutter', 'React Native', 'Upwork', 'Freelancer', 'PPH', 'Guru', 'UIUX', 'Mobile APIs', 'Development Cycles']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Senior Python Developer,AquSag Technologies,Noida,"['Python Data Modeling', 'Test Driven Development TDD', 'Database Schema Design']",5.0,9.0,Senior Level,True,,,Not Disclosed,Developer,60
Sales & Marketing Executive / Sr. Executive,Active India Employment Services Pvt. Ltd,Gandhidham,"['B2B communication', 'interpersonal skills', 'MS Office', 'teamwork', 'manufacturing sales', 'shipping coordination', 'organizational skills', 'multitasking abilities', 'CRM software', 'customerfocused', 'problemsolving']",3.0,7.0,Mid Level,True,,,Not Disclosed,Executive,60
Carbon Credit Executive,Capital Placement Services,Haryana,"['Sales Purchase', 'Consultancy Services', 'Carbon Credit', 'Carbon Credit Specialist', 'Carbon Credits Development', 'Carbon Advisory']",2.0,8.0,Mid Level,True,,,Not Disclosed,Executive,60
Site Supervisor-Interior Designing,Asst Manager HR,Thiruvananthapuram,['Site Management Team Management'],2.0,6.0,Mid Level,True,,,Not Disclosed,Supervisor,60
Talent Acquisition Executive (Freshers),O3Hire,Ludhiana,"['Interpersonal skillsGood communication', 'Hardworking', 'Gogetter attitude']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Store Assistant,PVR Limited,Haryana,"['Inventory Control Vendor management', 'MS Excel', 'Google Sheets', 'Interview Skills', 'Fluency in English', 'Stock return', 'replacement', 'Prepares quotes', 'expedite orders', 'Inspection of receivable goods', 'Audit of storesFB', 'Proficiency in using MS Office', 'Team Building Skills', 'Strong operational background', 'Leadership ability', 'Experience in a multinational organization', 'Creative thinker', 'Interpersonal', 'negotiating skills', 'Relationship building skills', 'Conflict resolution skills', 'Selfmotivation']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Sales Officer - Housing Loan,Ritchoiz,Ahmedabad,"['LAPHL', 'NBFC']",1.0,5.0,Entry Level,True,,,Not Disclosed,Sales,60
GK & Current Affairs Faculty,LK ACADEMY,Surat,['Current AffairsGeneral Knowledge'],0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Territory Sales Executive,MACMILLAN EDUCATION,Karnataka,"['Marketing Management Sales', 'Relationship Building', 'Communication Skills', 'Market Penetration', 'CRM', 'Excel']",2.0,8.0,Mid Level,True,,,Not Disclosed,Executive,60
Business Head of Electrical Contract work for Kolkata,Bose Consulting,Kolkata,"['Business Growth Strategy Development', 'Team Management']",5.0,9.0,Senior Level,True,,,Not Disclosed,Other,60
Relationship Manager,Kamal finserve pvt Ltd,Rewari,['Relationship management'],2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,60
MIS Executive,airdesk solutions private limited,Punjab,"['Advanced Excel VLOOKUP', 'Pivot Tables']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Maths Lecturer,Tyne Metropolitan College,Uttar Pradesh,"['Maths Teaching', 'Education', 'Sustainability', 'GCSE', 'Functional Skills', 'FE provision', 'AI technology']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Node.js Developer Internship,Dialabank.com,Punjab,"['JavaScript RESTful APIs', 'MongoDB', 'PostgreSQL', 'MySQL', 'Git', 'Docker', 'Nodejs', 'Expressjs', 'CICD pipelines']",0.0,4.0,Entry Level,True,,,Not Disclosed,Developer,60
Customer Support Specialist - Inbound,Future Role,All India,"['Customer Support Inbound', 'Automobile', 'BPO', 'Voice Process', 'Hindi', 'English']",1.0,5.0,Entry Level,True,,,Not Disclosed,Specialist,60
Welding Robot Operator,Grand Slam Fitness Private Limited,Noida,"['designWelding Robot Operator', 'Yaskawa robots', 'jigs', 'fixtures', 'supervise', 'operate the robot']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
"Analyst, SC Advanced Analytics - Data & Insights",General Mills,All India,"['SQL MS Excel', 'VBA', 'Project Management', 'Problem Solving', 'Tableau Dashboard Development']",2.0,6.0,Mid Level,True,,,Not Disclosed,Analyst,60
Overnight Parking Ambassador,LAZ Parking,West Bengal,"['proceduresStrong customer service skills', 'Cash handling experience', 'Ability to work independently', 'Multitasking', 'Interpretation of policies', 'rules', 'Adaptability to operational changes', 'Clear communication skills', 'Problemsolving', 'Sense of urgency', 'Adaptability to work in different weather conditions', 'Physical strength for lifting', 'standing for extended periods']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Junior Auditor,R Bhargava & Associates,Noida,"['Accounting MS Excel', 'Tally', 'Analytical Skills', 'Communication Skills', 'Interpersonal Skills', 'Audit Procedures', 'Tax Regulations']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
BTL Marketing Associate,Kuddle,Karnataka,"['Interpersonal skills Communication skills', 'Marketing', 'Sales', 'Event management', 'Fieldwork']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Logistic Manager,Ashok Auto Sales Ltd,Agra,"['logistics management warehouse management', 'transportation management', 'supplier negotiation', 'inventory management', 'quality control', 'team management', 'data analysis', 'customer services']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Electrical Safety Engineer,india point llp Chennai,Chennai,"['Electrical Engineering Maintenance', 'Fire', 'Safety', 'MEP Projects', 'Safety Officer']",0.0,3.0,Entry Level,True,,,Not Disclosed,Engineer,60
Experienced Telesales Executive Personal Loan & Overdraft,Bankians,Noida,"['Telesales Communication Skills', 'Personal Loan', 'Overdraft', 'Negotiation Abilities']",0.0,3.0,Entry Level,True,,,Not Disclosed,Executive,60
Collection Executive,BBS Consultancy,Karnataka,"['English Telugu', 'Kannada']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
C.P Officer - Account and Finance,Uflex,Panipat,"['Billing Invoicing', 'GST', 'Record keeping', 'Eway Bill', 'Dispatch documents', 'Freight Monitoring']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Data Capture Operator,Swift Prosys Pvt Ltd,All India,"['Data entryTyping skills', 'Attention to detail', 'MS  Excel']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
BAMS Doctor,EEPIC Digital,Varanasi,"['Ayurvedic medicine Patient care', 'Diagnosis', 'Prescription', 'Medical records', 'Preventive healthcare', 'Ayurvedic treatments', 'Healthcare regulations', 'Ethical medical practices']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Sr. Sales Executive For Dimond Jewellery Industry,DRG JPMC Hyderabad,All India,"['Frontend Sales Customers Relation', 'Jewellery counter sales']",3.0,7.0,Mid Level,True,,,Not Disclosed,Executive,60
Purchase Engineer,Manufacturing Industries,Ahmedabad,['Communication skills Team management'],3.0,7.0,Mid Level,True,,,Not Disclosed,Engineer,60
Graphic Designer,Young Designers India,All India,"['Graphic Design Animation', 'Digital Marketing', 'Adobe Suite', 'Framer', 'Layouting', 'Color Theory', 'Typography', 'Motion Design', 'Social Media  Branding  Design', 'Food  Cultural Research', 'Figma']",2.0,6.0,Mid Level,True,,,Not Disclosed,Designer,60
Business Development Head For Cng Conversion Business For Delhi,Capital Placement Services,Noida,"['Business Development Head CNG CONVERSION', 'PETROLCNG']",5.0,11.0,Senior Level,True,,,Not Disclosed,Other,60
Customer Support Associate (Night Shift),PHOENIX MANPOWER SERVICES,Ahmedabad,"['Executive Administrative Assistance Interpersonal Skills', 'Communication skills', 'Credit process for Housing Loan', 'Fluent communication in English Language', 'Administrative Assistance skills', 'General Administration tasks', 'Organizational skills', 'Timemanagement abilities']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
BDM (home Loan Lap Sales) - Gurgaon Delhi,Capital Placement Services,Haryana,"['Home Loan Counsellor LAB Staff', 'Branch Sales Manager']",2.0,10.0,Mid Level,True,,,Not Disclosed,Sales,60
Customer Support/CCE For Logistics Company,Capital Placement Services,Navi Mumbai,"['CCE Sales Management', 'Customer Support', 'CRM', 'CCE For Logistics', 'Lead Generator', 'Customer Relationship Executive']",0.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Senior Design Architect,Urja Group,Noida,"['Architectural drawings Site coordination', 'Vendor management', 'AutoCAD', 'Revit', 'Communication skills', 'Architectural project planning', 'Procurement coordination', 'Organizational skills']",2.0,6.0,Mid Level,True,,,Not Disclosed,Architect,60
Customer Relationship Management (CRM),Altruist Technologies Pvt. Ltd.,Indore,"['Communication Skills Interpersonal Skills', 'Analytical Skills', 'Time Management', 'Adaptability', 'ProblemSolving', 'Sales Skills', 'Attention to Detail']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Site Surveyor,IPS Group,Surat,"['Diploma Mechanical', 'Site surveyor', 'Lift', 'ITI', 'Electrical']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Materials Engineer,RK JAIN INFRA PROJECTS PVT LTD,Haryana,['Material Engineering'],2.0,6.0,Mid Level,True,,,Not Disclosed,Engineer,60
Operations Executive,Luneblaze,Faridabad,"['Interpersonal Communication Presentation', 'Customer Support', 'Research', 'Client Relations', 'Excellent Communication']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
MYP Coordinator English & SST Curriculum,Career Ascent,Hyderabad,"['SST English', 'classroom management', 'assessments', 'reporting', 'communication skills', 'leadership skills', 'strategic thinking', 'IB framework', 'academic coordination', 'curriculum implementation', 'instructional strategies', 'IB pedagogy', 'parentteacher communication', 'professional development', 'IB documentation', 'IB MYP Training', 'teaching experience', 'collaborative mindset']",3.0,7.0,Mid Level,True,,,Not Disclosed,Coordinator,60
PR & Customer Care Executive,Dental World,Kolkata,"['Great leadership abilities Excellent writing', 'editing skills', 'Strong understanding of all social media channels', 'Superb communication', 'relationshipbuilding skills', 'Exceptional marketing strategy skills', 'Thorough knowledge of current industry trends', 'Impressive publicspeaking skills', 'Experience with event planning', 'management', 'Content management system CMS knowledge', 'Sharp attention to detail', 'Established media relationships', 'Great time management skills']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Junior Process Engineer,VR Manpower Solutions,Tiruppur,"['Process Industry Factory', 'Process Knowledge', 'Handle Operators', 'Flexible Shifts']",4.0,8.0,Mid Level,True,,,Not Disclosed,Engineer,60
UK TAXATION,Capital Placement Services,All India,"['UK Taxation Salary  Dividend', 'Rental Income', 'Foreign Income', 'Capital Gain', 'Sole Trader Income', 'Partnership Returns', 'Miscellaneous Income benefit relief Etc', 'Let Property Campaign', 'Various Types Of Appeals']",2.0,7.0,Mid Level,True,,,Not Disclosed,Other,60
SEO Content Writer,AdmitX,Delhi,"['SEO Content Strategy', 'Research', 'Editing', 'Proofreading', 'SEO Content Writing', 'English Proficiency']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Product design intern (Bag designer),Young Designers India,Kochi,"['Product Design CAD', 'Prototyping', 'Manufacturing', 'Design Process']",0.0,4.0,Entry Level,True,,,Not Disclosed,Designer,60
Customer Support Inbound,Umanist,Haryana,['Fluent English'],0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Voice Support Associate,Advenxa Pvt.Ltd,Kochi,"['Customer service Interpersonal skills', 'Excellent communication skills in English', 'Problemsolving']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Project Coordinator,Nakshatra Skill Development Campus PVT.LTD,Thane,"['Basic Computer knowledgeFriendly with the system', 'Basic Excel', 'Multitasking']",0.0,3.0,Entry Level,True,,,Not Disclosed,Coordinator,60
Senior Financial Accountant,XU,Karnataka,"['MIS Analytics', 'Tally Accounting Software', 'Excel Skills', 'Good Communication skills', 'Advanced Excel skills VLOOKUP', 'HLOOKUP', 'Pivot table']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Personal secretary,Simplona Solutions,Jaipur,"['Time ManagementAnswering calls', 'Managing emails', 'Maintaining diaries', 'Maintaining accounts', 'Scheduling meetings', 'Knowledge of Excel', 'Maintaining bank accounts', 'Good Communication Skills', 'Good Personality']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Accountant/Audit Assistant,"Nandurdikar Sugandhi & Associates, Chartered Accountants",Maharashtra,"['Accounting Finalization', 'Tax audits', 'Legal Drafting', 'Coordination', 'ITR preparation', 'TAR preparation', 'Statutory Audits', 'Internal audits', 'Concurrent audits', 'GST returns', 'GST Audits', 'Client dealing']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Production Chemist,Royal Staffing Services,Bharuch,"['Analytical skills Communication skills', 'Troubleshooting', 'Moisture analysis', 'Ability to produce chemicals according to a set of specifications', 'Strong problem solving', 'Strong understanding of the chemical manufacturing process', 'Knowledge of GMP', 'Knowledge of Laboratory equipment', 'Knowledge of Synthesis', 'Knowledge of ISO', 'Knowledge of HPLC', 'Math skills', 'Performing UPLC', 'Performing FTIR']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Design and Verification,MAXVY,Karnataka,"['Verilog SystemVerilog', 'UVM', 'C', 'APB', 'AXI', 'AHB', 'Perl', 'Python', 'Testplan Development', 'Testcase Development']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Conference Operations Specialist,Door Sabha Nigam Limited,Chennai,"['Team Management Telepresence', 'Analytical Skills', 'Operations', 'English Proficiency', 'Multitasking', 'Customer Success']",0.0,3.0,Entry Level,True,,,Not Disclosed,Specialist,60
Revit Architect / Interior Designer,Dream Designers,All India,"['3D modeling Interior Designing', 'Facade Design', 'Architecture', 'Engineering', 'Construction', '3ds Max', 'Vray', 'Revit software']",2.0,6.0,Mid Level,True,,,Not Disclosed,Designer,60
Videographer & Graphic Designer for Social Media,Flow Tech Power,Coimbatore,"['Shooting Editing', 'Graphic Design', 'Content Creation', 'Photography', 'Videography', 'Audio Recording', 'Mixing', 'Adobe Photoshop', 'Adobe Illustrator', 'Final Cut Pro', 'DaVinci Resolve', 'Adobe Lightroom', 'Canva', 'Procreate']",2.0,6.0,Mid Level,True,,,Not Disclosed,Designer,60
Executive - Assurance - TMT - ASU - Audit - Audit Services - Hyderabad,EY,Hyderabad,"['Python Java', 'SQL', 'AWS']",4.0,8.0,Mid Level,True,,,Not Disclosed,Executive,60
Retail Operations Consultant,Your Retail Coach,Pune,"['Communication Customer Service', 'Retail Sales', 'Sales', 'Management Skills', 'Analytical Skills', 'Business Strategies', 'Organizational Skills', 'ProblemSolving']",2.0,8.0,Mid Level,True,,,Not Disclosed,Consultant,60
Assembling and Maintenance production trainee,Kawen manpower,Karnataka,"['TeamworkMechanical aptitude', 'Attention to detail', 'Good handeye coordination', 'Basic reading', 'math skills', 'Willingness to learn']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Kitchen Stewarding Supervisor,Affable Jobs,Kochi,['stewarding hotel kitchen operations'],1.0,5.0,Entry Level,True,,,Not Disclosed,Supervisor,60
Studio Manager - Pilates Studio,Corefit Plus,All India,"['Operations Management Sales Management', 'Client Engagement', 'Team Management', 'Communication Skills', 'Customer Service', 'Marketing', 'Pilates', 'Wellness Principles']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Sr. Manager-Risk & Policy- Car & CV-Policy Formulation and Compliance,Ladders UP HR Solutions LLP - Connecting Right Talent Since 2016,Jaipur,"['Risk Management Regulatory Compliance', 'Policy Formulation', 'Risk Analytics', 'Data Analysis', 'Credit Risk', 'Operational Risk', 'MS Office', 'Excel', 'PowerPoint', 'LOS', 'LMS', 'SQL']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Ads Inter,Mongoosh Design,Noida,"['Ads PPC', 'Keyword Research', 'Competitor Analysis', 'Analytical Skills', 'Communication Skills', 'Teamwork', 'Google Ads', 'Meta Ads', 'Audience Targeting', 'AB Testing', 'CTR Optimization', 'Quality Scores', 'Conversions Optimization', 'ProblemSolving Skills']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Sales Executive Interior Designer Outreach,MMT Acoustix,All India,"['Sales Interior Design', 'CRM Management', 'Communication Skills', 'Product Presentation', 'Building Material Industry', 'Targetdriven']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Technical Sales Engineer/ Mechanical and Instrumentation,Aviyana Ventures Pvt Ltd,All India,"['Instrumentation Technical Sales', 'Process Control', 'Valves', 'Actuators', 'Flow Meters', 'Pressure Sensors', 'Market Research', 'Networking', 'Mechanical Sales', 'Mechanical Automation Systems']",3.0,7.0,Mid Level,True,,,Not Disclosed,Engineer,60
Edible Refinery Operator,Active India Employment Services Pvt. Ltd,Gandhidham,"['Basic knowledge of edible oil refinery processes  equipment operation', 'Ability to read process diagrams', 'operate control panels', 'Alertness', 'quick response to process variations', 'Good communication', 'team coordination skills', 'Commitment to safety', 'hygiene', 'quality compliance']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
